date,lithology_alpha,lithology_bravo,lithology_charlie,lithology_delta,lithology_echo,lithology_foxtrot,lithology_golf,quality_massive,quality_jointed,quality_brecciated,feed_tonnes
2033-03-28,2090.099,4230.611,2318.934,7052.324,5074.475,8080.383,11402.436,10624.529,24139.521,5485.213,40249.263
2033-03-29,501.519,24450.713,8126.276,5611.934,306.016,1490.669,1355.089,10837.822,12471.736,18532.658,41842.217
2033-03-30,4384.269,7248.326,63.085,9699.628,2329.294,14153.195,4060.695,14540.415,13844.339,13553.737,41938.491
2033-03-31,2983.325,6117.722,2583.196,9346.225,742.532,1743.96,13660.297,20352.08,6404.189,10420.987,37177.257
2033-04-01,7832.58,8352.983,8144.954,7321.825,700.745,6265.69,509.533,10241.485,15930.809,12956.017,39128.31
2033-04-02,596.432,6173.26,2339.742,4904.161,1885.341,15329.156,10828.543,5554.37,32560.729,3941.537,42056.636
2033-04-03,10722.915,7818.129,2090.154,5350.953,4563.79,5058.176,7109.332,16188.172,21359.674,5165.603,42713.449
2033-04-04,2932.157,7640.654,4371.745,7551.699,1196.487,3444.468,4732.81,7723.851,20462.065,3684.103,31870.02
2033-04-05,1625.991,7336.763,8547.3,8079.385,1512.005,8095.607,1198.976,24688.939,6838.616,4868.472,36396.027
2033-04-06,3392.953,5606.217,2811.647,6994.845,2422.041,12047.771,6864.84,10651.56,24763.997,4724.755,40140.312
2033-04-07,12407.349,7969.726,1467.781,3783.319,4307.253,3176.5,2289.426,22147.678,10964.643,2289.033,35401.354
2033-04-08,9402.336,4858.226,7642.413,9427.968,3792.525,4227.776,2759.613,18156.376,13860.874,10093.607,42110.857
2033-04-09,10024.789,9565.911,2204.979,8009.725,5283.719,6944.869,2115.119,11817.9,15672.24,16658.971,44149.111
2033-04-10,9401.363,14800.697,4656.873,5863.31,2363.808,3998.705,935.321,8394.468,20275.858,13349.752,42020.078
2033-04-11,4956.322,10451.412,4434.203,8116.103,1009.81,4115.245,15029.471,19100.238,11211.56,17800.769,48112.567
2033-04-12,6759.141,15582.837,10983.03,7898.685,887.522,791.921,2108.387,20104.665,10554.881,14351.977,45011.523
2033-04-13,6021.942,6644.551,3616.87,11369.636,2133.313,8699.823,7634.618,24295.093,15733.013,6092.646,46120.752
2033-04-14,14276.947,5592.489,8906.885,6789.682,2892.298,4762.455,4437.276,13457.7,27352.61,6847.723,47658.032
2033-04-15,2114.988,12130.332,1106.269,4172.129,11816.402,2870.598,2731.624,11088.111,13584.93,12269.301,36942.342
2033-04-16,18791.1,3080.382,4253.837,7726.286,3148.371,1572.878,1265.768,25845.834,10431.497,3561.29,39838.621
2033-04-17,6402.641,19079.326,1708.262,7345.958,2211.23,5268.941,2858.154,18780.128,7906.729,18187.655,44874.512
2033-04-18,7607.285,31068.475,1231.651,2148.378,2632.02,945.305,5544.218,6804.925,12836.963,31535.444,51177.332
2033-04-19,13279.916,6668.85,1137.609,5081.345,5071.846,4025.417,5411.931,17318.225,17865.087,5493.602,40676.914
2033-04-20,4193.73,12997.523,1637.991,1555.709,6691.689,2338.178,2519.744,3316.927,22739.432,5878.204,31934.563
2033-04-21,10453.952,7690.303,6699.98,5226.809,254.245,6325.425,3725.076,5575.858,23677.343,11122.588,40375.79
2033-04-22,5125.667,9180.354,2584.497,11076.187,353.82,7380.199,10949.09,17308.53,19483.142,9858.142,46649.814
2033-04-23,4454.765,7262.936,7101.869,3640.668,5941.105,7872.466,5551.856,5101.694,34762.779,1961.192,41825.665
2033-04-24,2060.909,7161.271,1036.266,15466.472,1388.222,6103.063,3514.779,9761.974,20704.837,6264.173,36730.983
2033-04-25,4063.012,9457.865,5255.47,1374.711,4238.74,7975.029,1040.705,9297.819,13406.893,10700.819,33405.531
2033-04-26,2708.215,13253.477,1624.768,25695.247,2707.327,4538.794,2846.763,9781.318,31676.054,11917.218,53374.59
2033-04-27,2086.142,10368.112,10004.486,6964.642,3570.025,5755.957,2797.124,16981.154,13723.866,10841.468,41546.488
2033-04-28,2047.317,8335.613,5265.133,3781.973,7921.33,9583.764,2259.41,8328.923,20013.876,10851.741,39194.54
2033-04-29,5771.101,6664.902,4179.148,4374.931,4395.62,8847.147,5471.666,8356.928,16098.257,15249.329,39704.514
2033-04-30,4611.64,9943.23,7809.024,13967.784,595.685,5053.673,3479.861,23594.101,14955.114,6911.681,45460.896
2033-05-01,3546.768,3593.342,3734.067,7499.823,792.065,2413.167,9405.113,13421.086,14540.403,3022.856,30984.345
2033-05-02,13591.603,12119.022,2129.119,2885.28,120.704,370.337,930.088,11584.962,10458.083,10103.108,32146.153
2033-05-03,9503.607,13090.324,2259.688,5711.416,828.899,1813.616,4796.316,9211.484,16040.337,12752.045,38003.867
2033-05-04,5028.629,12146.516,2658.6,3973.247,2547.065,4856.355,9525.8,7056.962,27027.652,6651.598,40736.212
2033-05-05,4316.669,13528.499,18970.158,1334.438,4184.077,1978.519,4209.776,10083.304,20877.179,17561.653,48522.137
2033-05-06,1366.998,3654.43,2276.045,20363.974,3998.365,4899.93,2758.028,6893.814,1926.936,30497.021,39317.771
2033-05-07,5815.173,13028.487,789.071,9504.349,5846.276,5384.693,3937.778,6619.077,8676.235,29010.515,44305.826
2033-05-08,153.792,14108.844,1143.957,7755.152,1513.782,1050.399,5873.588,9075.938,12667.226,9856.349,31599.513
2033-05-09,4800.148,11196.067,1178.922,12387.096,4190.384,1134.951,6347.855,9211.805,29002.426,3021.193,41235.424
2033-05-10,5243.886,12147.381,3496.792,14262.498,3776.569,6455.121,1748.46,7448.863,25728.556,13953.288,47130.708
2033-05-11,3667.595,16686.917,5311.401,9220.61,1901.971,2519.83,4523.22,9093.643,21238.771,13499.13,43831.544
2033-05-12,5597.002,7321.149,7651.636,9554.49,552.262,5169.501,4961.465,4813.566,29194.567,6799.373,40807.506
2033-05-13,3314.198,9290.697,2029.541,8387.298,422.053,7403.361,5787.012,14039.974,16140.128,6454.058,36634.159
2033-05-14,5378.65,13613.397,3888.793,7205.607,302.603,1575.06,5655.283,11291.922,16704.254,9623.218,37619.393
2033-05-15,11862.016,8650.853,3169.608,6488.111,4203.793,10231.957,2160.522,17604.981,26582.193,2579.686,46766.859
2033-05-16,2564.213,6236.848,11716.957,10102.216,266.568,811.31,8923.844,12033.746,11189.796,17398.414,40621.956
2033-05-17,9644.855,22284.657,821.611,6588.421,1209.379,909.498,282.414,16841.063,20631.461,4268.311,41740.836
2033-05-18,1189.704,9106.807,539.627,11611.886,8041.894,1381.424,2081.349,11155.762,17375.633,5421.296,33952.691
2033-05-19,4094.416,4439.614,3389.876,12961.807,1899.631,9688.782,2245.555,11578.81,25352.513,1788.358,38719.682
2033-05-20,8480.267,12285.039,4154.114,7399.271,4305.047,4837.721,1760.934,17689.839,17674.797,7857.757,43222.393
2033-05-21,5961.769,2613.408,605.847,14232.573,8214.706,6629.75,2335.866,20606.789,6468.058,13519.072,40593.919
2033-05-22,4626.638,13635.354,2969.574,8254.517,856.625,4372.627,4671.795,10563.078,13930.743,14893.309,39387.129
2033-05-23,1801.239,2641.987,2910.808,6443.419,3671.94,13219.358,3713.042,11743.542,13811.952,8846.299,34401.792
2033-05-24,12817.995,3425.455,7997.145,5889.513,6289.134,5779.478,6203.737,10130.769,32490.614,5781.074,48402.457
2033-05-25,4444.72,8408.814,2499.808,2992.561,2112.263,9922.34,1151.947,11764.422,13239.039,6528.992,31532.453
2033-05-26,2773.128,8493.83,2956.355,7678.998,1887.249,2420.344,23782.133,19184.786,24585.564,6221.687,49992.038
2033-05-27,3588.896,5136.791,13301.74,8713.77,5684.53,4087.567,2382.027,18100.961,21887.937,2906.421,42895.32
2033-05-28,3605.736,5555.614,9679.196,7720.172,990.418,12999.95,4742.881,12150.732,19527.964,13615.271,45293.966
2033-05-29,2173.425,7744.268,5577.577,12940.784,115.742,1993.171,6520.974,8878.8,9981.018,18206.125,37065.942
2033-05-30,9520.222,3423.548,10879.775,3237.674,1541.07,10447.846,14869.618,18114.954,31376.44,4428.36,53919.754
2033-05-31,8857.903,7221.608,664.615,9263.47,1880.162,2166.154,3404.107,9740.844,19792.769,3924.405,33458.019
2033-06-01,7159.043,7009.886,6560.036,1420.263,3488.815,9644.195,2945.67,6593.551,19865.159,11769.199,38227.908
2033-06-02,10892.972,8099.811,9586.486,8124.969,161.703,7894.804,6254.528,15603.163,23179.237,12232.873,51015.273
2033-06-03,1117.531,12666.389,9530.825,4697.025,4877.937,1287.518,1063.2,14603.99,15254.308,5382.127,35240.425
2033-06-04,6794.658,7026.265,4785.122,4940.053,2483.635,6667.198,424.204,9323.537,11530.185,12267.413,33121.134
2033-06-05,4688.416,14286.732,10870.013,8311.711,1490.046,6220.983,2404.283,17251.262,16453.996,14566.926,48272.185
2033-06-06,2190.456,7712.535,3649.354,3769.854,4199.289,7028.05,4759.508,8071.172,9041.628,16196.247,33309.046
2033-06-07,8596.226,7774.242,485.757,10419.51,5611.027,5769.541,1196.033,16851.443,11801.908,11198.985,39852.336
2033-06-08,3435.467,8148.868,10181.176,6055.313,1485.443,9580.103,3380.237,12685.605,20336.325,9244.678,42266.608
2033-06-09,12760.926,10961.171,8772.71,3724.03,521.502,8493.912,1949.622,24573.94,13380.512,9229.42,47183.873
2033-06-10,9496.829,10907.84,3387.58,2517.325,1996.853,5130.043,4710.535,12021.665,22510.117,3615.223,38147.005
2033-06-11,4843.018,6415.589,3877.507,6256.804,6759.697,2910.47,5724.922,20001.124,12768.52,4018.364,36788.008
2033-06-12,8060.729,10458.521,3028.678,7352.916,6714.69,7634.755,1622.504,8479.371,29066.839,7326.582,44872.792
2033-06-13,23041.729,2342.618,4755.405,1850.075,2378.863,976.382,5277.94,11518.098,22147.774,6957.139,40623.011
2033-06-14,10916.183,7076.971,7762.982,12796.547,1744.237,2390.257,4004.082,816.587,43354.68,2519.992,46691.259
2033-06-15,14640.938,5303.637,1797.456,12698.227,74.178,4808.813,12913.757,6598.368,33612.903,12025.734,52237.005
2033-06-16,4840.826,8062.698,7442.172,7525.949,446.849,2532.263,12775.577,6523.751,16982.837,20119.745,43626.333
2033-06-17,3477.402,13335.572,1475.491,12699.979,1002.837,2924.818,5134.896,6562.719,14600.019,18888.258,40050.996
2033-06-18,8226.755,3211.891,873.358,15545.522,936.541,13007.98,8410.783,13959.069,14276.261,21977.501,50212.83
2033-06-19,3826.937,7864.122,1317.748,5275.876,1751.243,6543.218,2654.904,12800.958,9933.492,6499.597,29234.047
2033-06-20,3473.532,6005.47,5417.499,7544.206,3244.89,6110.54,6559.292,9602.561,17768.674,10984.194,38355.429
2033-06-21,4325.081,9130.749,6939.449,13050.767,2589.276,8094.626,4382.599,17852.495,11948.763,18711.288,48512.547
2033-06-22,6680.936,2033.746,1671.105,2885.293,11392.981,3193.288,9270.193,10806.445,21301.309,5019.789,37127.543
2033-06-23,2481.118,3799.376,6222.759,11294.435,4920.492,541.878,6822.234,3067.536,24946.796,8067.961,36082.293
2033-06-24,9625.656,6229.244,6489.659,6365.714,5237.541,11456.387,3542.109,16427.619,17077.201,15441.489,48946.309
2033-06-25,16982.894,1732.392,8899.793,7131.903,424.43,7859.142,2044.693,17383.652,19009.145,8682.451,45075.247
2033-06-26,5061.142,12840.217,4659.396,8802.7,460.609,9951.142,8949.483,20426.168,19861.177,10437.345,50724.69
2033-06-27,6542.768,6471.689,7327.817,15385.455,3513.482,3619.326,778.033,19906.161,15735.926,7996.483,43638.57
2033-06-28,6728.223,5044.477,12200.517,2271.695,5587.084,2828.212,1687.99,14942.886,12966.164,8439.148,36348.198
2033-06-29,3985.442,22480.592,2905.629,3818.659,288.919,6317.937,1728.089,17696.51,18799.202,5029.554,41525.266
2033-06-30,16293.319,4145.966,675.578,7151.264,4109.964,6009.202,3851.132,8293.912,26435.236,7507.277,42236.425
2033-07-01,11118.794,14543.496,2699.958,7290.622,2173.429,6326.139,3186.881,12951.905,20244.892,14142.521,47339.319
2033-07-02,4248.05,10564.167,4605.69,2080.803,2348.578,10038.394,362.498,14117.31,10321.452,9809.419,34248.18
2033-07-03,4706.411,3630.231,1012.829,10529.216,2073.639,8289.843,11462.719,12959.314,24727.428,4018.145,41704.887
2033-07-04,2958.454,7680.422,2660.813,12219.317,684.163,11711.179,475.935,6701.345,14989.215,16699.721,38390.282
2033-07-05,5783.987,9198.661,3291.908,10886.021,3556.298,4501.765,2873.864,4084.985,27345.568,8661.951,40092.504
2033-07-06,2331.761,5916.348,4718.643,6520.36,6419.418,7539.241,2297.386,14145.848,15843.426,5753.882,35743.156
2033-07-07,5834.402,5047.375,1372.597,11830.399,5994.931,2228.725,4810.765,19210.898,7789.537,10118.758,37119.193
2033-07-08,13224.986,6356.195,9782.152,12163.566,3051.556,1468.804,3471.307,14171.734,22164.791,13182.042,49518.567
2033-07-09,9214.547,8483.026,9239.942,9148.262,501.497,3572.209,6465.292,14938.486,20784.971,10901.317,46624.774
2033-07-10,9357.075,13955.448,2533.781,1618.803,2672.802,1235.21,8168.953,12367.893,18411.017,8763.161,39542.071
2033-07-11,13133.544,8251.687,6260.188,13519.661,276.362,2106.69,4608.75,9870.161,20487.934,17798.788,48156.883
2033-07-12,11545.488,23979.479,351.272,3771.43,719.98,1219.046,2645.684,17990.852,21606.566,4634.961,44232.379
2033-07-13,14204.417,5113.686,10778.532,10420.13,5400.163,9271.956,1245.621,21756.878,23899.485,10778.142,56434.506
2033-07-14,14112.477,8488.407,6373.374,8899.704,1968.701,2700.676,1189.32,21319.099,7913.589,14499.971,43732.659
2033-07-15,5936.466,10063.597,172.518,8374.925,2030.761,8493.913,1196.17,20652.925,10903.083,4712.342,36268.349
2033-07-16,6381.288,15598.169,5506.471,8166.973,5282.735,6369.089,1583.759,11131.718,24889.969,12866.796,48888.484
2033-07-17,9233.623,10463.532,6387.579,7969.168,4733.698,7440.589,1947.455,12988.68,24645.085,10541.88,48175.645
2033-07-18,10098.763,6605.229,5175.624,8634.779,2540.961,3847.278,9120.676,6318.838,34351.475,5352.998,46023.311
2033-07-19,2468.088,3621.107,7597.035,12307.007,12745.726,2316.323,330.53,8590.097,16800.406,15995.313,41385.816
2033-07-20,9302.406,4972.28,3388.556,6592.809,1778.133,7319.907,1710.119,8839.85,20418.925,5805.435,35064.21
2033-07-21,9793.938,15048.615,5611.034,5460.029,5545.659,3764.966,3900.787,14294.357,29070.336,5760.333,49125.027
2033-07-22,7013.651,4579.915,8889.185,4941.825,1976.503,8066.332,1416.041,10129.586,23086.971,3666.894,36883.451
2033-07-23,3121.654,10256.824,3504.924,11563.083,2564.634,11186.747,2101.369,7614.639,11167.16,25517.436,44299.235
2033-07-24,12656.116,11629.754,737.224,10380.335,5297.186,3911.272,3089.825,34356.37,11262.62,2082.722,47701.712
2033-07-25,10773.133,5960.193,5302.355,17616.839,1389.738,3222.469,1324.579,22139.11,17247.391,6202.806,45589.307
2033-07-26,3666.064,8619.433,2449.355,22067.273,1062.587,2678.775,7798.893,23704.176,18778.904,5859.301,48342.381
2033-07-27,3952.061,13310.433,9120.858,5536.085,2232.127,3749.883,4552.012,21986.046,13495.822,6971.591,42453.46
2033-07-28,6995.975,14929.58,5788.963,11817.141,1111.911,6906.947,4567.334,13548.074,24305.892,14263.885,52117.851
2033-07-29,1235.383,4818.391,1541.314,6845.498,18386.095,14125.627,623.158,16839.211,10992.395,19743.861,47575.466
2033-07-30,9855.31,2287.25,3210.529,1774.651,2763.2,15076.218,3112.961,5302.172,20209.31,12568.637,38080.119
2033-07-31,7060.388,9141.122,7113.912,7426.649,3161.594,5783.128,5257.912,20189.069,16918.953,7836.684,44944.706
2033-08-01,7590.175,3974.51,12199.891,6453.27,1054.008,7652.645,8335.222,15468.319,30333.02,1458.382,47259.722
2033-08-02,7997.353,4404.864,5296.97,10748.955,2378.612,2621.55,7152.744,18057.19,19962.174,2581.682,40601.047
2033-08-03,872.504,10891.054,1758.195,8352.983,6933.691,14475.713,15966.891,17536.204,30659.389,11055.438,59251.031
2033-08-04,12991.265,19069.594,4641.863,1581.161,2166.202,3552.073,2499.961,15977.293,18310.168,12214.658,46502.118
2033-08-05,11409.374,12793.228,6764.75,6999.542,2556.217,4045.423,1120.762,18932.449,22169.206,4587.64,45689.296
2033-08-06,3541.656,17325.253,5973.601,3895.03,2475.789,2515.966,9938.335,12206.989,30304.403,3154.238,45665.63
2033-08-07,644.425,16832.797,12707.77,11765.466,435.573,2940.238,3592.921,22623.386,17550.153,8745.65,48919.189
2033-08-08,5047.673,8721.383,7341.882,6483.759,2134.256,8655.029,11513.699,18454.738,13609.718,17833.226,49897.682
2033-08-09,7657.851,1504.677,2297.746,3122.676,8950.385,9438.227,13103.042,19419.564,21569.976,5085.063,46074.604
2033-08-10,6388.287,2293.989,4216.93,2987.729,6549.128,15129.26,4664.49,6075.586,30397.816,5756.412,42229.814
2033-08-11,5597.326,9922.139,7998.107,7897.254,2010.004,4270.753,5128.899,11531.397,25617.377,5675.706,42824.481
2033-08-12,3051.477,5601.268,8069.234,8456.461,2805.121,9181.701,16317.737,24430.053,21416.282,7636.663,53482.998
2033-08-13,13025.398,5658.57,909.887,12358.678,10460.515,6900.429,2160.08,12626.356,10301.007,28546.195,51473.557
2033-08-14,1550.817,11577.363,637.196,22656.872,5946.605,7374.244,1025.486,12954.177,22432.757,15381.65,50768.583
2033-08-15,2350.964,14295.799,3997.601,13164.63,2619.784,9263.469,5757.116,13641.741,22946.307,14861.316,51449.364
2033-08-16,10830.806,10169.975,3865.366,8300.371,322.371,2052.161,920.756,5961.989,27402.806,3097.011,36461.806
2033-08-17,8121.984,14990.444,7921.086,7370.179,291.905,4622.573,2655.087,15302.6,28511.214,2159.443,45973.257
2033-08-18,1299.519,10579.885,2383.183,4065.981,1580.531,5798.924,8053.252,9980.043,19705.504,4075.729,33761.275
2033-08-19,3176.844,16091.279,3683.243,7576.41,3968.693,1778.407,8981.79,22037.322,19066.719,4152.623,45256.665
2033-08-20,6701.699,20434.527,4945.286,6422.917,8840.227,3573.707,3147.385,12187.8,29783.244,12094.706,54065.75
2033-08-21,7569.526,20881.6,4327.997,5524.663,870.809,13134.782,3632.289,30383.581,11531.631,14026.453,55941.665
2033-08-22,3063.413,12774.009,637.814,18916.4,6613.396,2515.178,1290.078,13021.772,28428.976,4359.54,45810.288
2033-08-23,3709.978,14768.645,797.775,8103.408,1162.368,16295.414,5642.974,20621.802,22239.296,7619.466,50480.563
2033-08-24,14381.728,2349.435,6499.595,5614.03,21.977,3619.519,5545.334,9105.495,21591.99,7334.132,38031.618
2033-08-25,5296.946,7038.288,8762.269,2348.859,4247.604,16655.765,3096.235,14565.272,28342.723,4537.97,47445.966
2033-08-26,8981.279,12574.502,6075.488,13792.954,5294.798,1697.644,4022.538,10713.015,29095.112,12631.075,52439.202
2033-08-27,13898.23,12813.608,2332.984,4056.625,353.592,3612.047,5282.887,17876.146,14368.381,10105.446,42349.973
2033-08-28,1857.883,12172.036,6698.189,12620.053,8443.475,5941.361,3800.948,14106.364,17368.334,20059.249,51533.946
2033-08-29,6198.362,8462.561,6837.031,12269.782,1108.462,11988.898,5920.618,23169.134,18213.296,11403.284,52785.715
2033-08-30,7621.61,5983.737,3629.989,15484.788,1458.064,2937.75,4758.988,17527.578,10982.094,13365.254,41874.926
2033-08-31,4238.05,3836.269,3600.756,21393.672,4891.469,4630.533,18193.285,12420.583,38074.8,10288.651,60784.034
2033-09-01,3027.732,10536.215,8761.541,12072.717,1485.728,416.835,13730.798,11166.099,31159.163,7706.303,50031.565
2033-09-02,13318.015,7199.968,3667.437,17989.341,3912.166,5114.354,651.4,11753.056,30411.428,9688.197,51852.681
2033-09-03,5219.748,5859.666,1055.773,7012.603,5978.581,7680.824,4515.665,10425.872,20407.409,6489.579,37322.86
2033-09-04,9312.384,11205.765,1376.144,10526.464,3167.663,2836.501,1237.651,4015.662,24358.753,11288.158,39662.572
2033-09-05,3167.891,3627.206,9687.434,8522.747,3655.51,11230.692,9228.643,13599.207,28128.47,7392.446,49120.123
2033-09-06,9208.153,14731.94,2954.186,2994.243,8565.791,5123.899,2728.438,5370.855,33265.594,7670.201,46306.65
2033-09-07,13335.612,12277.127,8553.424,3986.879,1124.456,3409.763,1367.84,23241.738,7506.051,13307.311,44055.1
2033-09-08,2410.728,7859.491,6564.122,8825.015,5764.773,16479.849,2619.499,11551.36,21630.4,17341.717,50523.477
2033-09-09,9285.324,7916.313,15312.149,2717.143,542.965,2884.494,6854.094,19959.567,18223.732,7329.183,45512.482
2033-09-10,5055.508,20527.067,3638.692,3293.196,1929.729,2251.396,8060.047,7730.453,24220.02,12805.161,44755.633
2033-09-11,850.033,12514.256,5862.136,3674.165,1365.373,5131.272,5801.358,17268.82,9927.448,8002.326,35198.594
2033-09-12,10622.719,9081.345,1764.288,3888.027,186.01,3170.043,13141.635,7668.661,19024.444,15160.964,41854.068
2033-09-13,14936.439,9278.772,2841.797,10105.855,4812.586,6765.014,5950.201,13372.64,36619.097,4698.926,54690.663
2033-09-14,6152.069,9612.887,6921.355,3690.19,1402.869,4257.89,3007.194,10847.138,18202.889,5994.428,35044.454
2033-09-15,9308.664,14772.704,6455.482,11247.323,557.542,7425.308,2474.456,23301.774,20625.324,8314.382,52241.479
2033-09-16,3577.78,6028.407,5612.901,12908.35,339.271,6824.591,7451.115,18497.07,22778.418,1466.929,42742.416
2033-09-17,10335.316,6463.018,2110.309,2290.642,6524.711,8030.251,407.871,11595.168,17246.353,7320.598,36162.119
2033-09-18,692.009,14016.173,915.548,13793.831,3755.175,4939.3,7142.646,15013.982,13100.357,17140.343,45254.682
2033-09-19,8790.528,5026.825,4500.451,9628.505,5724.618,7120.762,3101.477,8730.893,13328.837,21833.435,43893.166
2033-09-20,5233.694,4300.946,5640.404,9093.926,9826.467,10207.539,1500.4,17999.961,21676.964,6126.451,45803.376
2033-09-21,9387.659,8897.081,3113.424,4691.416,735.361,7710.472,2993.206,17084.593,8553.318,11890.708,37528.619
2033-09-22,6326.763,23923.434,5181.801,2178.959,863.921,3055.072,2089.789,17159.528,15231.114,11229.097,43619.74
2033-09-23,13911.739,7352.01,9785.633,3473.881,2496.734,1774.729,4956.482,12205.582,22429.703,9115.922,43751.207
2033-09-24,4968.437,8597.335,9083.714,5563.223,1162.387,11098.676,6947.381,19892.429,12577.814,14950.911,47421.154
2033-09-25,10729.725,6233.521,1688.421,9435.573,2267.072,3618.305,2216.594,7602.05,9428.859,19158.301,36189.211
2033-09-26,7501.511,6134.98,3836.663,14395.443,412.555,10422.022,195.347,6286.045,9928.1,26684.376,42898.521
2033-09-27,5195.49,7312.448,3055.088,20604.83,1396.568,4315.468,6496.872,15051.759,25827.295,7497.711,48376.765
2033-09-28,10353.163,13639.574,1918.472,7020.713,8634.751,3929.385,738.728,15609.964,27333.666,3291.156,46234.786
2033-09-29,1910.475,5292.408,5816.641,18730.189,3657.877,2527.788,4544.283,4682.142,29437.951,8359.567,42479.66
2033-09-30,7054.532,12292.918,5717.258,8317.572,8682.155,3102.636,2325.01,12198.607,25717.045,9576.429,47492.081
2033-10-01,219.799,6275.211,1671.845,10097.903,6552.852,7831.871,1214.146,9219.317,9892.056,14752.255,33863.627
2033-10-02,10217.66,3948.363,10705.139,3271.034,3487.06,5590.145,5408.898,6331.044,26988.503,9308.753,42628.3
2033-10-03,9180.794,13684.175,8275.159,8165.595,3119.092,1313.479,4300.341,22843.098,21692.086,3503.451,48038.635
2033-10-04,9872.259,6719.599,5853.204,8142.054,8527.827,3377.075,5797.682,22587.982,12823.094,12878.624,48289.7
2033-10-05,5027.452,16956.63,8092.742,8227.851,2386.856,4218.126,2891.872,7771.519,20369.808,19660.204,47801.531
2033-10-06,3009.621,9510.634,5615.22,7437.755,6894.989,4106.199,10349.707,21520.043,16752.336,8651.746,46924.124
2033-10-07,5056.48,16513.266,1957.15,4629.146,1665.363,10082.424,8400.985,20588.109,24456.084,3260.619,48304.812
2033-10-08,8368.417,8721.351,1962.038,6239.696,2649.504,4095.531,5787.379,6671.875,15300.789,15851.251,37823.915
2033-10-09,8200.865,12234.93,5622.767,10205.423,7150.094,5662.301,1241.156,9770.211,19826.351,20720.974,50317.536
2033-10-10,6034.323,6708.347,2227.794,9770.571,9183.74,7726.68,842.974,12289.686,6562.608,23642.133,42494.428
2033-10-11,6110.913,14155.446,4806.443,7655.526,8271.122,3031.437,1191.079,6497.19,28389.876,10334.9,45221.966
2033-10-12,12846.621,6446.35,13802.074,11840.494,4880.03,1227.179,2412.198,9470.975,31839.555,12144.416,53454.946
2033-10-13,12830.897,9917.494,1808.779,6188.994,4357.836,2992.489,2504.975,26701.023,9602.612,4297.829,40601.464
2033-10-14,10285.082,3192.239,1666.229,8612.992,3493.1,7739.66,674.549,15672.08,17168.727,2823.043,35663.85
2033-10-15,6597.151,6796.062,2960.503,20443.2,1321.686,2952.749,1340.331,30622.068,7869.042,3920.573,42411.683
2033-10-16,16129.621,4288.366,9483.172,9221.768,2527.989,2037.357,3446.401,14616.026,25128.618,7390.03,47134.675
2033-10-17,9370.74,5486.618,5739.904,3010.072,1682.436,12167.676,1112.017,11627.607,24522.454,2419.402,38569.463
2033-10-18,3447.454,17626.033,1392.723,5805.069,8178.373,8560.206,2763.271,14690.157,28596.584,4486.388,47773.129
2033-10-19,5414.065,8702.802,2146.124,7537.855,4406.17,15483.067,4222.715,8985.287,8866.674,30060.837,47912.798
2033-10-20,4702.065,3566.358,1170.686,10051.808,5344.524,4845.917,2668.668,10250.679,19510.242,2589.104,32350.025
2033-10-21,14236.344,9428.132,1944.363,8006.217,468.022,1663.269,6490.671,18737.687,22596.535,902.798,42237.019
2033-10-22,1179.224,16117.36,1788.791,8204.698,5332.564,2199.67,772.676,11159.318,21003.765,3431.899,35594.982
2033-10-23,5145.641,4618.387,7335.981,8159.285,3847.156,4963.709,3444.509,18944.038,10160.554,8410.075,37514.667
2033-10-24,13400.272,5532.023,4896.108,8540.099,8023.776,2511.07,423.169,13164.17,13420.442,16741.905,43326.517
2033-10-25,2096.653,2584.504,8689.614,3565.418,2419.212,10502.243,7768.175,7505.009,16218.357,13902.453,37625.819
2033-10-26,11446.452,7110.893,5578.064,7839.109,4076.933,958.544,2592.465,16909.342,14440.753,8252.364,39602.46
2033-10-27,8725.298,8010.897,8720.436,1821.535,3500.205,1661.649,3535.261,21147.194,6396.017,8432.07,35975.281
2033-10-28,7314.108,10734.854,1803.932,10904.047,1970.802,3201.839,8999.202,18149.306,13070.299,13709.18,44928.784
2033-10-29,3452.067,11343.407,6529.506,5736.061,956.381,2932.347,9091.574,17669.345,18323.049,4048.951,40041.345
2033-10-30,8796.703,3344.918,2877.004,7409.935,3813.943,1121.498,13796.059,21651.965,13295.464,6212.631,41160.06
2033-10-31,4735.604,3264.945,3087.555,14069.493,2672.679,2493.357,6247.257,9534.915,15317.077,11718.898,36570.89
2033-11-01,19658.699,10748.754,1486.073,233.842,7230.693,6975.988,377.254,14961.301,18134.201,13615.801,46711.303
2033-11-02,5981.924,13285.811,8057.519,3764.903,2711.406,5340.829,4132.477,3634.521,26165.872,13474.477,43274.87
2033-11-03,1917.617,5528.61,3815.725,9212.133,858.652,5965.327,2509.161,4841.075,13000.625,11965.525,29807.224
2033-11-04,7570.424,21910.884,4042.55,2050.869,4835.217,6799.483,1716.333,23851.503,16419.047,8655.209,48925.76
2033-11-05,8455.329,7389.725,6834.689,2647.391,6232.666,3884.478,4111.708,9149.487,25363.692,5042.806,39555.986
2033-11-06,10015.305,11607.095,995.368,5762.912,4318.596,1537.057,3946.964,5750.61,16089.3,16343.387,38183.298
2033-11-07,3455.891,6133.787,7207.541,9609.423,2347.783,3978.526,2811.333,3662.999,22185.5,9695.786,35544.284
2033-11-08,1661.358,13429.323,5151.514,6648.516,739.743,9405.838,5151.916,11013.788,19506.197,11668.223,42188.208
